ID,name,team,kit_number
232440,Caio Henrique,AS Monaco,12
229927,Gerson,Marseille,8
227222,Frédéric Guilbert,Strasbourg,2
226789,Angelo Fulgini,Angers,10
226515,Andrei Girotto,Nantes,3
225711,Abdou Diallo,Paris Saint-Germain,22
225263,Duje Caleta-Car,Marseille,15
224069,Karl Toko Ekambi,Lyon,7
223874,Valentin Rongier,Marseille,21
223550,Jonas Omlin,Montpellier,1
220182,Jason Denayer,Lyon,5
219145,Guillermo Maripán,AS Monaco,3
158625,Dante,Nice,4
124375,Burak Yilmaz,Lille,17
245630,Youssouf Fofana,AS Monaco,22
237679,Randal Kolo Muani,Nantes,23
228687,Kasper Dolberg,Nice,9
227055,Gelson Martins,AS Monaco,7
225783,Stephy Mavididi,Montpellier,10
225293,Habib Diallo,Strasbourg,20
225085,Jonathan Bamba,Lille,7
224490,Zeki Celik,Lille,2
223885,Alexander Nübel,AS Monaco,16
223597,Ruben Aguilar,AS Monaco,26
220876,Franck Honorat,Brest,9
216820,Moses Simon,Nantes,27
213388,Flavien Tait,Stade Rennais,20
212219,Alexander Djiku,Strasbourg,24
211381,Sofiane Boufal,Angers,13
210736,Emerson,Lyon,3
208787,Adrien Thomasson,Strasbourg,10
206306,Jordan Ferri,Montpellier,12
201976,Alfred Gomis,Stade Rennais,16
201042,Djibril Sidibé,AS Monaco,19
199393,Nicolas Pallois,Nantes,4
198951,Cédric Bakambu,Marseille,13
198118,Josuha Guilavogui,Bordeaux,23
194845,Wahbi Khazri,Saint-Etienne,10
176600,Kevin Gameiro,Strasbourg,9
158121,Benoit Costil,Bordeaux,1
253444,Arnaud Kalimuendo,Lens,15
253157,Hichem Boudaoui,Nice,28
247641,Mateus Tetê,Lyon,20
247246,Kephren Thuram,Nice,19
243627,Yacine Adli,Bordeaux,19
242578,Benoit Badiashile,AS Monaco,5
241707,Pape Gueye,Marseille,22
236920,Justin Kluivert,Nice,21
236639,Xeka,Lille,8
235634,Ghislain Konan,Stade de Reims,3
235036,Wout Faes,Stade de Reims,2
234791,Luan Peres,Marseille,14
234686,Jordan Lotomba,Nice,23
229971,Fabien Centonze,Metz,18
229942,Axel Disasi,AS Monaco,6
226229,Thilo Kehrer,Paris Saint-Germain,24
224019,Pedro Chirivella,Nantes,5
223898,Paul Bernardoni,Saint-Etienne,50
219792,Baptiste Santamaria,Stade Rennais,8
219466,Birger Meling,Stade Rennais,25
216643,Léo Dubois,Lyon,14
215441,Sehrou Guirassy,Stade Rennais,9
213874,Thiago Mendes,Lyon,23
209288,Florent Mollet,Montpellier,25
208861,Johan Gastien,Clermont Foot,25
206493,Yunis Abdelhamid,Stade de Reims,5
202935,Álvaro González,Marseille,3
200110,Marco Bizot,Brest,32
197813,Jonas Martin,Stade Rennais,28
186197,Gaël Kakuta,Lens,10
184190,Romain Thomas,Angers,24
183285,Mamadou Sakho,Montpellier,3
262138,Castello Lukeba,Lyon,4
256854,Warmed Omari,Stade Rennais,32
256035,Kamal Deen Sulemana,Stade Rennais,10
254548,Melvin Bard,Nice,26
252339,Tiago Djaló,Lille,3
251217,Jean Lucas,AS Monaco,11
246420,Jérémy Doku,Stade Rennais,11
242835,Leonardo Balerdi,Marseille,5
242619,Cheick Oumar Doucoure,Lens,28
241821,Mohamed Bayo,Clermont Foot,27
240754,Youcef Atal,Nice,20
239956,Myron Boadu,AS Monaco,9
239575,Gerzino Nyamsi,Strasbourg,22
238227,Krépin Diatta,AS Monaco,27
237985,Kevin Danso,Lens,4
237960,Mamadu Baldé,Troyes,25
236804,Facundo Medina,Lens,14
236636,Anthony Caci,Strasbourg,19
236245,Alberth Elis,Bordeaux,29
235875,Pol Lirola,Marseille,29
235456,Jean-Ricner Bellegarde,Strasbourg,17
235042,Dimitri Liénard,Strasbourg,11
232097,Amine Harit,Marseille,7
231089,Ibrahima Sissoko,Strasbourg,27
227232,Florian Sotoca,Lens,7
225951,Denis Bouanga,Saint-Etienne,20
221284,Jonathan Gradit,Lens,24
220905,Jean-Eudes Aholou,Strasbourg,6
215410,Brendan Chardonnet,Brest,5
213367,Laurent Abergel,Lorient,6
212947,Jimmy Cabot,Angers,11
212811,Mario Lemina,Nice,18
212260,Hwang Ui-Jo,Bordeaux,18
212138,Przemyslaw Frankowski,Lens,29
208509,Thomas Foket,Stade de Reims,32
207993,Sead Kolasinac,Marseille,23
206167,Sanjin Prcic,Strasbourg,14
201510,Layvin Kurzawa,Paris Saint-Germain,20
193683,Xavier Chavalerin,Troyes,24
188388,Ryad Boudebouz,Saint-Etienne,7
184873,Ismaël Traoré,Angers,8
179789,Damien Da Silva,Lyon,21
178160,Thomas Mangani,Angers,5
162895,Cesc Fàbregas,AS Monaco,4
153275,Jean-Louis Leca,Lens,16
259307,Malo Gusto,Lyon,17
259166,Etienne Green,Saint-Etienne,40
258390,Ivo Grbic,Lille,1
257118,Ilan Kebbal,Stade de Reims,20
256769,Adrien Truffert,Stade Rennais,3
252541,Joris Chotard,Montpellier,13
246350,Enzo Le Fée,Lorient,10
243631,Mahdi Camara,Saint-Etienne,8
243449,Lucas Perrin,Strasbourg,5
241497,Colin Dagba,Paris Saint-Germain,17
241496,Timothy Weah,Lille,22
240223,Mihailo Ristic,Montpellier,7
239550,Andreaw Gravillon,Stade de Reims,6
239356,Azor Matusiwa,Stade de Reims,21
239136,Nicolas Cozza,Montpellier,31
236822,Gabriel Gudmundsson,Lille,5
236817,Digbo Maiga,Metz,19
235565,Dylan Bronn,Metz,2
230147,Falaye Sacko,Saint-Etienne,14
228908,Jason Berthomier,Clermont Foot,8
228509,Jeff Reine-Adélaide,Lyon,22
224444,Haris Belkebla,Brest,7
223139,Akim Zedadka,Clermont Foot,20
222227,Patrick Berg,Lens,6
219681,Jordan Amavi,Nice,12
214680,Gauthier Gallon,Troyes,30
213868,Jean-Charles Castelletto,Nantes,21
210438,Farid Boulaya,Metz,10
209781,Pierrick Capelle,Angers,15
209430,Renaud Ripart,Troyes,20
204077,M'Baye Niang,Bordeaux,10
201955,Massadio Haidara,Lens,21
200677,Pedro Mendes,Montpellier,5
193470,Arnaud Souquet,Montpellier,2
180334,Marcelo,Bordeaux,15
177358,Morgan Schneiderlin,Nice,6
176772,Alexandre Oukidja,Metz,16
261084,Bamba Dieng,Marseille,12
260407,Sepe Elye Wahi,Montpellier,21
257204,Sinaly Diomande,Lyon,2
257057,Amadou Onana,Lille,24
257025,Konrad De La Fuente,Marseille,20
256632,Luis Henrique,Marseille,11
255934,Jean Onana,Bordeaux,8
255106,Loic Bade,Stade Rennais,5
253102,Adil Aouchiche,Saint-Etienne,17
252017,Flavius Daniliuc,Nice,5
252000,Domagoj Bradaric,Lille,29
251570,Rayan Cherki,Lyon,18
247019,Boubakar Kouyate,Metz,23
243593,Armand Laurienté,Lorient,28
241130,Ignatius Ganago,Lens,9
240507,Angel Gomes,Lille,20
239763,Edon Zhegrova,Lille,23
239025,Ibrahima Niane,Metz,7
237626,Yvan Neyou,Saint-Etienne,19
236593,Calvin Stengs,Nice,22
236524,Anel Ahmedhodzic,Bordeaux,5
236518,Arnaud Nordin,Saint-Etienne,18
236454,Souleyman Doumbia,Angers,3
235432,Marshall Munetsi,Stade de Reims,15
234710,Didier Lamkel Ze,Metz,22
233265,Rémi Oudin,Bordeaux,28
231685,Ronael Pierre-Gabriel,Brest,18
231612,Romain Del Castillo,Brest,25
230727,Gautier Larsonneur,Brest,1
230717,Tino Kadewere,Lyon,11
229705,Jean-Kevin Duverne,Brest,2
228736,Wuilker Faríñez,Lens,1
228732,Harold Moukoudi,Saint-Etienne,2
228616,Dimitry Bertaud,Montpellier,16
228290,Julien Laporte,Lorient,15
226085,Léo Jardim,Lille,30
225706,Miguel Trauco,Saint-Etienne,13
224883,Steve Mounié,Brest,15
223570,Junior Sambia,Montpellier,6
219680,Cédric Hountondji,Clermont Foot,4
217821,Henrique,Lyon,12
212613,Wesley Saïd,Lens,22
211382,Ibrahim Amadou,Metz,32
208449,Christophe Hérelle,Brest,23
206218,Paul Nardi,Lorient,30
203741,Thomas Delaine,Metz,17
203736,Stéphane Bahoken,Angers,19
199191,Dennis Appiah,Nantes,12
192722,Romain Hamouma,Saint-Etienne,21
190034,Timothée Kolodziejczak,Saint-Etienne,5
189946,Vincent Manceau,Angers,29
259139,David Costa,Lens,20
258433,Eliot Matazo,AS Monaco,36
257289,Hugo Ekitike,Stade de Reims,22
257111,Jeremy Le Douaron,Brest,26
255523,Yvann Maçon,Saint-Etienne,27
255000,Terem Moffi,Lorient,13
254579,Lucas Da Cunha,Clermont Foot,10
253036,Nathanaël Mbuku,Stade de Reims,11
252293,Ismail Jakobs,AS Monaco,14
245822,Dogan Alemdar,Stade Rennais,40
244480,Hugo Magnetti,Brest,27
244472,Jens Cajuste,Stade de Reims,8
240351,Samuel Moutoussamy,Nantes,18
239894,Rominigue Kouame,Troyes,6
236477,Alexis Claude Maurice,Nice,10
235888,Irvin Cardona,Brest,14
235553,Yoann Salmier,Troyes,17
234514,Oualid El Hajjam,Troyes,19
233061,Mathias Pereira Lage,Angers,27
233045,Ike Ugbo,Troyes,13
,,,
231864,Mitchell van Bergen,Stade de Reims,19
230019,Vital N'Simba,Clermont Foot,12
226861,Sada Thioub,Saint-Etienne,9
224949,Javairo Dilrosun,Bordeaux,21
221919,Arbër Zeneli,Stade de Reims,10
220837,Deiver Machado,Lens,3
218540,Ambroise Oyongo,Montpellier,8
216730,Stian Gregersen,Bordeaux,2
212886,Wylan Cyprien,Nantes,8
211099,Opa Nguette,Metz,11
209618,Florien Tardieu,Troyes,10
207593,Jere Uronen,Brest,20
203128,Thomas Monconduit,Lorient,23
193148,Vincent Le Goff,Lorient,25
192725,Maxime Le Marchand,Strasbourg,23
191783,Valon Berisha,Stade de Reims,14
191210,Sébastien Corchia,Nantes,24
189680,Fabio,Nantes,2
183287,Fabien Lemoine,Lorient,18
183280,Adil Rami,Troyes,23
180739,Eiji Kawashima,Strasbourg,16
167933,Yannick Cahuzac,Lens,18
134779,Jimmy Briand,Bordeaux,7
262908,Thuler,Montpellier,26
262042,Maxime Estève,Montpellier,14
259868,Pape Sarr,Metz,15
259190,Dion Lopy,Stade de Reims,26
257271,Lucas Gourna Douath,Saint-Etienne,6
252936,Alexis Flips,Stade de Reims,12
251380,Lilian Brassier,Brest,3
251191,Jim Allevinah,Clermont Foot,11
248573,Éric Ebimbe,Paris Saint-Germain,36
247124,Gideon Mensah,Bordeaux,14
241071,Moreto Cassamá,Stade de Reims,23
236830,Zaydou Youssef,Saint-Etienne,28
235413,Radoslaw Majecki,AS Monaco,1
230074,Enock Kwateng,Bordeaux,25
229011,Kevin N'Doram,Metz,6
226414,Marcus Coco,Nantes,11
224440,Julian Pollersbeck,Lyon,30
222969,Jerome Hergault,Lorient,14
221740,Enzo Crivelli,Saint-Etienne,31
219461,Erik Palmer-Brown,Troyes,2
218311,Jodel Dossou,Clermont Foot,24
211398,Marc-Aurele Caillard,Metz,30
208019,Denys Bain,Brest,17
206506,Tristan Dingomé,Troyes,5
203889,Yoann Touzghar,Troyes,7
200968,Florent Ogier,Clermont Foot,21
199313,Abdoulaye Bamba,Angers,25
198836,Vincent Pajot,Metz,14
198731,Elbasan Rashani,Clermont Foot,18
197688,Gabriel Silva,Saint-Etienne,11
196801,Mexer,Bordeaux,4
184084,Mathieu Dreyer,Lorient,1
183921,Julien Faussurier,Brest,22
178031,Paul Baysse,Bordeaux,24
139860,Jérémy Morel,Lorient,21
259119,Saidou Sow,Saint-Etienne,4
257270,Timothee Pembélé,Bordeaux,22
256856,Fali Candé,Metz,13
256476,Mohamed Ali-Cho,Angers,21
255529,El Bilal Toure,Stade de Reims,7
252059,Salis Abdul Samed,Clermont Foot,19
246679,Giulian Biancone,Troyes,4
245084,Maxime Busi,Stade de Reims,4
244970,Yohann Magnin,Clermont Foot,7
242603,Jean Marcelin,AS Monaco,15
242054,Igor Silva,Lorient,2
240020,Ricardo Mangas,Bordeaux,12
238749,Mickael Nade,Saint-Etienne,3
238186,Marcin Bulka,Nice,1
237631,Lebo Mothiba,Troyes,26
234856,Houboulang Mendes,Lorient,17
231848,Quentin Boisgard,Lorient,11
231361,Joris Gnagnon,Saint-Etienne,23
231098,Charles Traoré,Nantes,14
231041,Casimir Ninga,Angers,9
230144,Assane Dioussé,Saint-Etienne,25
229236,Matthieu Udol,Metz,3
222160,Youssouf Koné,Troyes,3
211239,Corentin Jean,Lens,25
206141,Kalifa Coulibaly,Nantes,7
198420,Majeed Waris,Strasbourg,8
183975,Jean-Armel Kana-Biyik,Metz,27
183916,Jérémy Pied,Lille,26
183497,Orestis Karnezis,Lille,40
179547,Vito Mannone,AS Monaco,30
150477,Romain Salin,Stade Rennais,1
266586,Louis Mafouta,Metz,34
261306,Issouf Sissokho,Bordeaux,20
260574,Lorenz Assignon,Stade Rennais,31
258608,Osman Bukari,Nantes,26
258444,Evann Guessand,Nice,24
258432,Chrislain Matsima,AS Monaco,34
254659,Mehdi Zerkane,Bordeaux,17
252594,Isaac Lihadji,Lille,19
247180,Abdu Conté,Troyes,12
245367,Xavi Simons,Paris Saint-Germain,34
244114,Batista Mendy,Angers,2
241007,Enzo Ebosse,Angers,6
240212,Danijel Petković,Angers,30
236621,Pierre-Yves Hamel,Clermont Foot,26
234371,Rémy Descamps,Nantes,16
233373,Stephan Diarra,Lorient,7
231263,Jérémy Gelin,Stade Rennais,4
229542,Arthur Desmas,Clermont Foot,1
226773,Pape Diop,Lyon,24
222636,Grejohn Kyei,Clermont Foot,9
199574,Alexandre Letellier,Paris Saint-Germain,60
184781,Denis Petric,Nantes,30
172198,Jessy Moulin,Troyes,40
261771,Dion Moise Sahi,Strasbourg,31
260658,Christopher Maurice Wooh,Lens,5
260158,Tom Lacoux,Bordeaux,27
259088,Abdel Medioub,Bordeaux,3
257975,Bilal Brahimi,Nice,14
257084,Chimuanya Ugochukwu,Stade Rennais,26
245855,Dylan Chambost,Troyes,14
244187,Arial Mendy,Clermont Foot,15
241266,Willem Geubbels,Nantes,19
240453,Sikou Niakate,Metz,4
240371,Adam Jakubech,Lille,16
239635,Karol Fila,Strasbourg,4
235633,Yehvann Diouf,Stade de Reims,16
224875,Innocent Bonke,Lorient,8
224368,Moussa Doumbia,Stade de Reims,25
179613,Bakary Sako,Saint-Etienne,26
18122,Nicolas Penneteau,Stade de Reims,30
261616,Quentin Merlin,Nantes,29
257612,Sékou Mara,Bordeaux,11
257320,Aimen Moueffek,Saint-Etienne,29
255125,Azz-Eddine Ounahi,Angers,18
254019,Nicholas Gioacchini,Montpellier,23
251974,Hianga'A M'Bock,Brest,28
251916,Papa Ndiaga Yade,Metz,26
251751,Saad Agouzoul,Lille,25
247599,Leo Leroy,Montpellier,18
242893,Ibrahim Koné,Lorient,9
241999,Jean-Claude Billong,Clermont Foot,5
241494,Moritz Jenz,Lorient,3
240751,Gaetan Poussin,Bordeaux,16
227732,Anastasios Donis,Stade de Reims,17
220833,Anthony Mandrea,Angers,16
216237,Karim Azamoum,Troyes,15
195912,Suk Hyun-Jun,Troyes,9
263908,Bradley Locko,Stade de Reims,28
261249,Edouard Michut,Paris Saint-Germain,38
257396,Brandon Domingues,Troyes,27
255151,Simon Ngapandouentnbu,Marseille,1
251369,Ouparine Djoco,Clermont Foot,40
243834,Luka Ilic,Troyes,18
242965,Fraser Hornby,Stade de Reims,18
242242,Sebastien Cibois,Brest,16
191151,Samba Sow,Lens,36
263604,Salim Ben Seghir,Marseille,42
263014,Béni Makouana,Montpellier,28
262652,Lenny Joseph,Metz,24
262137,Habib Keita,Lyon,19
257946,Alidu Seidu,Clermont Foot,36
255015,Maxence Rivera,Saint-Etienne,30
244753,Abdoulaye Jules Keita,Lens,37
240941,Lenny Pintor,Lyon,31
227877,Roli Pereira de Sa,Nantes,6
225713,Jean-Kévin Augustin,Nantes,20
263194,Ismaël Gharbi,Paris Saint-Germain,35
252975,Boubacar Traore,Metz,8
252302,Yasser Larouci,Troyes,22
252078,Samuel Loric,Lorient,20
251912,Zinédine Ould Khaled,Angers,12
251855,Waniss Taibi,Angers,26
250790,Amadou Traore,Bordeaux,31
250789,Dilane Bakwa,Bordeaux,32
248574,Billal Benkhedim,Saint-Etienne,15
244120,Sebastien Renot,Troyes,16
266425,Abdoulaye Bakayoko,Saint-Etienne,33
264652,Bradley Barcola,Lyon,26
261202,Nassim Chadli,Troyes,28
257112,Rafiki Said,Brest,19
256697,Gabriel Bares,Montpellier,15
253497,Pépé Bonet,Stade Rennais,30
240570,Sambou Sissoko,Stade de Reims,33
264437,Amadou Salif Mbengue,Metz,35
263603,Oussama Targhaline,Marseille,26
263016,Yanis Guermouche,Montpellier,20
260326,Boubacar Fall,Saint-Etienne,16
257090,Ismael Doukoure,Strasbourg,29
255932,Lenny Lacroix,Metz,29
248766,Malcolm Barcola,Lyon,16
235554,Ihsan Sacko,Nice,29
268534,Andy Diouf,Stade Rennais,33
265781,Hugo Vogel,Lyon,52
264059,Redwan Bourles,Lorient,31
264027,Sacha Delaye,Montpellier,19
264026,Nathan Bitumazala,Paris Saint-Germain,39
263448,Gor Manvelyan,Nantes,34
263442,Yannis M'Bemba,Nantes,35
263435,Esey Gebreyesus,Marseille,37
263398,Paolo Sciortino,Marseille,34
262738,Mamadou Camara,Troyes,34
262062,Metinho,Troyes,31
261892,Denis Franchi,Paris Saint-Germain,40
257235,Teddy Boulhendi,Nice,16
257171,Noah Fatar,Angers,17
257042,Ugo Bertelli,Marseille,31
256801,Aaron Kamardin,Marseille,38
254995,Thibault Tamas,Montpellier,17
252241,Davy Rouyard,Bordeaux,30
246603,Matis Carvalho,Montpellier,30
239051,Josué Albert,Clermont Foot,17
235548,Manuel Cabit,Metz,28
263602,Bilal Nadir,Marseille,45
263572,Guédé Nadje,Angers,35
263330,Walim Lgharbi,Angers,31
262045,William Mikelbrencis,Metz,25
261170,Ousmane Ba,Metz,40
260778,Franco Tongya,Marseille,32
257306,Cheick Souare,Marseille,41
256743,Abdoulaye Sylla,Nantes,33
256728,Santiago Eneme,FC Nantes,38
246040,Banrandy Abdallah,Troyes,36
239203,Grégoire Coudert,Brest,30
209784,Jerome Phojo,Clermont Foot,23
264506,Justin Smith,Nice,33
264033,Noah Sow,Brest,33
263459,Mamadou Camara,Lens,38
263441,Lucas Bonelli,Nantes,40
263114,Marvin Elimbi Gilbert,Strasbourg,33
263110,Ibrahima Baldé,Lens,35
262708,Tidiane Malbec,Bordeaux,40
262069,Yannick Pandor,Lens,40
258457,Kévin Boma,Angers,20
257032,Daouda Gueye,Marseille,35
251439,Titouan Thomas,Lyon,32
251332,Ryan Bouallak,Troyes,1
264293,Habib Diarra,Strasbourg,38
263171,Valentino Lesieur,Lens,30
251371,Nael Jaby,Clermont Foot,29
257142,Lucas Margueron,Clermont Foot,16
255014,Teddy Bartouche,Lorient,16
243711,Thomas Callens,Lorient,40
188545,Robert Lewandowski,Bayern Munich,9
212622,Joshua Kimmich,Bayern Munich,6
239085,Erling Haaland,Borussia Dortmund,9
189596,Thomas Müller,Bayern Munich,25
232411,Christopher Nkunku,RB Leipzig,18
222492,Leroy Sané,Bayern Munich,10
213345,Kingsley Coman,Bayern Munich,11
192984,Koen Casteels,VfL Wolfsburg,1
188350,Marco Reus,Borussia Dortmund,11
185122,Péter Gulácsi,RB Leipzig,1
177683,Yann Sommer,Borussia Monchengladbach,1
234396,Alphonso Davies,Bayern Munich,19
220814,Lucas Hernández,Bayern Munich,21
212190,Niklas Süle,Bayern Munich,4
208574,Filip Kostic,Eintracht Frankfurt,10
188943,Kevin Trapp,Eintracht Frankfurt,1
178603,Mats Hummels,Borussia Dortmund,15
241852,Moussa Diaby,Bayer Leverkusen,19
234236,Patrik Schick,Bayer Leverkusen,14
228941,André Silva,RB Leipzig,33
220651,Angeliño,RB Leipzig,3
209889,Raphaël Guerreiro,Borussia Dortmund,13
207862,Matthias Ginter,Borussia Monchengladbach,28
193698,Oliver Baumann,TSG Hoffenheim,1
190941,Lukas Hradecky,Bayer Leverkusen,1
256630,Florian Wirtz,Bayer Leverkusen,27
244260,Dani Olmo,RB Leipzig,25
235073,Gregor Kobel,Borussia Dortmund,1
229558,Dayot Upamecano,Bayern Munich,2
229237,Manuel Akanji,Borussia Dortmund,16
225375,Konrad Laimer,RB Leipzig,27
216354,Andrej Kramaric,TSG Hoffenheim,27
212194,Julian Brandt,Borussia Dortmund,19
208333,Emre Can,Borussia Dortmund,23
234943,Florian Neuhaus,Borussia Monchengladbach,32
213331,Jonathan Tah,Bayer Leverkusen,4
211748,Kerem Demirbay,Bayer Leverkusen,10
208448,Emil Forsberg,RB Leipzig,10
204923,Marcel Sabitzer,Bayern Munich,18
204638,Willi Orban,RB Leipzig,4
203486,Thorgan Hazard,Borussia Dortmund,10
247819,Nico Schlotterbeck,SC Freiburg,4
247263,Edmond Tapsoba,Bayer Leverkusen,12
240709,Ridle Baku,VfL Wolfsburg,20
236403,Obite Ndicka,Eintracht Frankfurt,2
233195,Xaver Schlager,VfL Wolfsburg,24
232730,Daichi Kamada,Eintracht Frankfurt,15
226166,Nordi Mukiele,RB Leipzig,22
222331,Lukas Klostermann,RB Leipzig,16
219683,Corentin Tolisso,Bayern Munich,24
218339,Mahmoud Dahoud,Borussia Dortmund,8
212096,Vincenzo Grifo,SC Freiburg,32
210324,Jonas Hofmann,Borussia Monchengladbach,23
209846,Christian Günter,SC Freiburg,30
206511,Maximilian Arnold,VfL Wolfsburg,27
199042,Charles Aránguiz,Bayer Leverkusen,20
195365,Kevin Kampl,RB Leipzig,44
187072,Lars Stindl,Borussia Monchengladbach,13
183574,Max Kruse,VfL Wolfsburg,9
177413,Axel Witsel,Borussia Dortmund,28
256790,Jamal Musiala,Bayern Munich,42
251517,Josko Gvardiol,RB Leipzig,32
236772,Dominik Szoboszlai,RB Leipzig,17
236703,David Raum,TSG Hoffenheim,17
231447,Donyell Malen,Borussia Dortmund,21
229752,Djibril Sow,Eintracht Frankfurt,8
225126,Ellyes Skhiri,FC Cologne,28
212242,Robert Andrich,Bayer Leverkusen,8
211738,Mark Flekken,SC Freiburg,26
202857,Karim Bellarabi,Bayer Leverkusen,38
201922,Martin Hinteregger,Eintracht Frankfurt,13
200159,Stefan Ortega,Arminia Bielefeld,1
189117,Roman Bürki,Borussia Dortmund,38
182212,Anthony Modeste,FC Cologne,27
253149,Jeremie Frimpong,Bayer Leverkusen,30
242187,Christoph Baumgartner,TSG Hoffenheim,14
238463,Amadou Haidara,RB Leipzig,8
232487,Wataru Endo,VfB Stuttgart,3
231521,Exequiel Palacios,Bayer Leverkusen,25
228336,Florian Grillitsch,TSG Hoffenheim,11
228093,Marcus Thuram,Borussia Monchengladbach,10
225859,Moussa Niakhate,Mainz,19
224196,Ramy Bensebaini,Borussia Monchengladbach,25
223724,Stefan Lainer,Borussia Monchengladbach,18
222493,Marvin Friedrich,Borussia Monchengladbach,5
216258,Ihlas Bebou,TSG Hoffenheim,9
210665,Marcel Halstenberg,RB Leipzig,23
208334,Jonas Hector,FC Cologne,14
207791,Yussuf Poulsen,RB Leipzig,9
206467,Alassane Pléa,Borussia Monchengladbach,14
204082,John Brooks,VfL Wolfsburg,25
204024,Christoph Kramer,Borussia Monchengladbach,6
203605,Pavel Kaderábek,TSG Hoffenheim,3
202371,Thomas Meunier,Borussia Dortmund,24
194333,Rafal Gikiewicz,FC Augsburg,1
190243,Marwin Hitz,Borussia Dortmund,35
245541,Giovanni Reyna,Borussia Dortmund,7
244067,Maxence Lacroix,VfL Wolfsburg,4
243854,Mohamed Simakan,RB Leipzig,2
243388,Borna Sosa,VfB Stuttgart,24
239901,Sasa Kalajdzic,VfB Stuttgart,9
238476,Dan-Axel Zagadou,Borussia Dortmund,5
235407,Salih Ozcan,FC Cologne,6
231366,Philipp Lienhart,SC Freiburg,3
230084,Lukas Nmecha,VfL Wolfsburg,10
230065,Suat Serdar,Hertha Berlin,8
229909,Andrey Lunev,Bayer Leverkusen,40
228579,Benjamin Henrichs,RB Leipzig,39
224425,Marius Wolf,Borussia Dortmund,39
222357,Breel Embolo,Borussia Monchengladbach,36
221491,Nico Elvedi,Borussia Monchengladbach,30
220883,Rafael Borré,Eintracht Frankfurt,19
216158,Silvan Widmer,Mainz,30
215353,Lucas Alario,Bayer Leverkusen,13
210625,Kevin Mbabu,VfL Wolfsburg,19
200215,Sebastian Rode,Eintracht Frankfurt,17
199339,Manuel Riemann,VfL Bochum,1
193254,Christopher Trimmel,1. FC Union Berlin,28
189606,Julian Baumgartlinger,Bayer Leverkusen,15
181820,Stevan Jovetic,Hertha Berlin,19
257889,Kristijan Jakic,Eintracht Frankfurt,6
256197,Piero Hincapié,Bayer Leverkusen,33
251182,Iago,FC Augsburg,22
250723,Kouadio Kone,Borussia Monchengladbach,17
247182,Tuta,Eintracht Frankfurt,35
244257,Jonathan Burkhardt,Mainz,29
242000,Konstantinos Mavropanos,VfB Stuttgart,5
237629,Arne Maier,FC Augsburg,10
235945,Marc Roca,Bayern Munich,22
235424,Diadie Samassekou,TSG Hoffenheim,18
234833,Florian Müller,VfB Stuttgart,1
234171,Roland Sallai,SC Freiburg,22
234078,Orel Mangala,VfB Stuttgart,23
232999,Tyler Adams,RB Leipzig,14
232144,Felix Uduokhai,FC Augsburg,19
231227,Niklas Dorsch,FC Augsburg,30
230978,Taiwo Awoniyi,1. FC Union Berlin,14
226853,Jerry St. Juste,Mainz,4
221671,Lee Jae-Sung,Mainz,7
216497,Maximilian Philipp,VfL Wolfsburg,17
216283,Danilo Soares,VfL Bochum,3
212245,Yannick Gerhardt,VfL Wolfsburg,31
212212,Dominik Kohr,Mainz,31
210537,Renato Steffen,VfL Wolfsburg,11
208498,Munas Dabbur,TSG Hoffenheim,10
208001,Paulo Otávio,VfL Wolfsburg,6
202789,Alexander Schwolow,Hertha Berlin,1
202562,Jérôme Roussillon,VfL Wolfsburg,15
200318,Mark Uth,FC Cologne,13
197837,Dedryck Boyata,Hertha Berlin,4
192641,Kevin Vogt,TSG Hoffenheim,22
189251,Sebastian Rudy,TSG Hoffenheim,16
254566,Patrick Wimmer,Arminia Bielefeld,20
246875,Odilon Kossounou,Bayer Leverkusen,6
246836,Amos Pieper,Arminia Bielefeld,2
245940,Silas Wamangituka,VfB Stuttgart,14
245741,Jesper Lindstrom,Eintracht Frankfurt,29
242663,Sebastiaan Bornauw,VfL Wolfsburg,3
239712,Masaya Okugawa,Arminia Bielefeld,11
239368,Mitchel Bakker,Bayer Leverkusen,5
238581,Ruben Vargas,FC Augsburg,16
238370,Marin Pongracic,Borussia Dortmund,34
238068,Marco Richter,Hertha Berlin,23
236295,Aarón Martín,Mainz,3
235526,Dennis Geiger,TSG Hoffenheim,8
233848,Jens Hauge,Eintracht Frankfurt,23
229476,Waldemar Anton,VfB Stuttgart,2
227234,Lucas Tousart,Hertha Berlin,29
226168,Maximilian Eggestein,SC Freiburg,8
225908,Reece Oxford,FC Augsburg,4
224251,Robin Zentner,Mainz,27
224041,Marvin Schwäbe,FC Cologne,20
223671,Stefan Posch,TSG Hoffenheim,38
220085,Luca Waldschmidt,VfL Wolfsburg,7
215449,Robert Skov,TSG Hoffenheim,29
212977,Niklas Stark,Hertha Berlin,5
211856,Kevin Akpoguma,TSG Hoffenheim,25
210719,Marc-Oliver Kempf,Hertha Berlin,20
205402,Jean-Paul Boëtius,Mainz,5
203030,Robin Knoche,1. FC Union Berlin,31
202201,Jeffrey Gouweleeuw,FC Augsburg,6
201262,Vladimír Darida,Hertha Berlin,6
200536,Nico Schulz,Borussia Dortmund,14
200316,Timo Horn,FC Cologne,1
198352,Stefan Bell,Mainz,16
197083,Daniel Caligiuri,FC Augsburg,20
195038,Florian Kainz,FC Cologne,11
